sigma_s,sigma_a,,calc_r,exp_r,abs(err),err %,avg abs error,avg % error,calc_g,exp_g,abs(err),err %,avg abs error,avg % error,,calc_b,exp_b,abs(err),err %,avg abs error,avg % error
0.5,0.5,,1.030727426,1.00002,0.0307,3.0707,,,1.030724645,1.00002,0.0307,3.0704,,,,1.030724347,1.00002,3.07E-02,3.07E+00,,
0.5,0.6,,1.124177972,1.10002,0.0242,2.1961,,,1.124178867,1.10002,0.0242,2.1962,,,,1.124178966,1.10002,2.42E-02,2.20E+00,,
0.5,0.7,,1.233037213,1.20002,0.033,2.7514,,,1.233037213,1.20002,0.033,2.7514,,,,1.233037213,1.20002,3.30E-02,2.75E+00,,
0.5,0.8,,1.318159699,1.30002,0.0181,1.3953,,,1.318159699,1.30002,0.0181,1.3953,,,,1.318159699,1.30002,1.81E-02,1.40E+00,,
0.5,0.9,,1.445423961,1.40002,0.0454,3.2431,,,1.445423961,1.40002,0.0454,3.2431,,,,1.445423961,1.40002,4.54E-02,3.24E+00,,
0.5,1,,1.521261434,1.50002,0.0212,1.4161,,,1.521261434,1.50002,0.0212,1.4161,,,,1.521261434,1.50002,2.12E-02,1.42E+00,,
0.6,0,,0.732152363,0.60002,0.1321,22.0213,,,0.733557492,0.60002,0.1335,22.2555,,,,0.733156999,0.60002,1.33E-01,2.22E+01,,
0.6,0.1,,0.760691712,0.70002,0.0607,8.6671,,,0.760702143,0.70002,0.0607,8.6686,,,,0.760705173,0.70002,6.07E-02,8.67E+00,,
0.6,0.2,,0.848839084,0.80002,0.0488,6.1022,,,0.848881503,0.80002,0.0489,6.1075,,,,0.848891834,0.80002,4.89E-02,6.11E+00,,
0.6,0.3,,0.935645501,0.90002,0.0356,3.9583,,,0.935717424,0.90002,0.0357,3.9663,,,,0.935727159,0.90002,3.57E-02,3.97E+00,,
0.6,0.4,,1.044427156,1.00002,0.0444,4.4406,,,1.044394076,1.00002,0.0444,4.4373,,,,1.044387221,1.00002,4.44E-02,4.44E+00,,
0.6,0.5,,1.128769616,1.10002,0.0287,2.6136,,,1.128778954,1.10002,0.0288,2.6144,,,,1.128780941,1.10002,2.88E-02,2.61E+00,,
0.6,0.6,,1.258635422,1.20002,0.0586,4.8845,,,1.258626282,1.20002,0.0586,4.8838,,,,1.258624395,1.20002,5.86E-02,4.88E+00,,
0.6,0.7,,1.334364812,1.30002,0.0343,2.6419,,,1.334363321,1.30002,0.0343,2.6418,,,,1.33436352,1.30002,3.43E-02,2.64E+00,,
0.6,0.8,,1.446678837,1.40002,0.0467,3.3327,,,1.44670258,1.40002,0.0467,3.3344,,,,1.446706255,1.40002,4.67E-02,3.33E+00,,
0.6,0.9,,1.523047586,1.50002,0.023,1.5352,,,1.523047586,1.50002,0.023,1.5352,,,,1.523047586,1.50002,2.30E-02,1.54E+00,,
0.6,1,,1.644857923,1.60002,0.0448,2.8023,,,1.644857923,1.60002,0.0448,2.8023,,,,1.644857923,1.60002,4.48E-02,2.80E+00,,
0.7,0,,0.809852978,0.70002,0.1098,15.69,,,0.811885844,0.70002,0.1119,15.9804,,,,0.812122921,0.70002,1.12E-01,1.60E+01,,
0.7,0.1,,0.873209834,0.80002,0.0732,9.1485,,,0.872846444,0.80002,0.0728,9.1031,,,,0.872780283,0.80002,7.28E-02,9.09E+00,,
0.7,0.2,,0.952315529,0.90002,0.0523,5.8105,,,0.952515006,0.90002,0.0525,5.8326,,,,0.952548583,0.90002,5.25E-02,5.84E+00,,
0.7,0.3,,1.061686774,1.00002,0.0617,6.1666,,,1.061638991,1.00002,0.0616,6.1618,,,,1.061632931,1.00002,6.16E-02,6.16E+00,,
0.7,0.4,,1.146405935,1.10002,0.0464,4.2168,,,1.14639312,1.10002,0.0464,4.2157,,,,1.146390736,1.10002,4.64E-02,4.22E+00,,
0.7,0.5,,1.242810984,1.20002,0.0428,3.5659,,,1.242833634,1.20002,0.0428,3.5677,,,,1.242838005,1.20002,4.28E-02,3.57E+00,,
0.7,0.6,,1.324776808,1.30002,0.0248,1.9043,,,1.32477363,1.30002,0.0248,1.9041,,,,1.324773033,1.30002,2.48E-02,1.90E+00,,
0.7,0.7,,1.405643523,1.40002,0.0056,0.4017,,,1.405642529,1.40002,0.0056,0.4016,,,,1.405642529,1.40002,5.62E-03,4.02E-01,,
0.7,0.8,,1.516484022,1.50002,0.0165,1.0976,,,1.516484022,1.50002,0.0165,1.0976,,,,1.516484022,1.50002,1.65E-02,1.10E+00,,
0.7,0.9,,1.658643285,1.60002,0.0586,3.6639,,,1.658643285,1.60002,0.0586,3.6639,,,,1.658643285,1.60002,5.86E-02,3.66E+00,,
0.7,1,,1.720318397,1.70002,0.0203,1.194,,,1.720318397,1.70002,0.0203,1.194,,,,1.720318397,1.70002,2.03E-02,1.19E+00,,
0.8,0,,1.03901118,0.80002,0.239,29.8732,,,0.942919056,0.80002,0.1429,17.8619,,,,0.928129156,0.80002,1.28E-01,1.60E+01,,
0.8,0.1,,0.955437322,0.90002,0.0554,6.1573,,,0.955435534,0.90002,0.0554,6.1571,,,,0.955430468,0.90002,5.54E-02,6.16E+00,,
0.8,0.2,,1.066143016,1.00002,0.0661,6.6122,,,1.066037218,1.00002,0.066,6.6016,,,,1.066022317,1.00002,6.60E-02,6.60E+00,,
0.8,0.3,,1.162514687,1.10002,0.0625,5.6812,,,1.162685851,1.10002,0.0627,5.6968,,,,1.162716051,1.10002,6.27E-02,5.70E+00,,
0.8,0.4,,1.237538656,1.20002,0.0375,3.1265,,,1.237514218,1.20002,0.0375,3.1245,,,,1.237512032,1.20002,3.75E-02,3.12E+00,,
0.8,0.5,,1.327986022,1.30002,0.028,2.1512,,,1.328004996,1.30002,0.028,2.1527,,,,1.328008572,1.30002,2.80E-02,2.15E+00,,
0.8,0.6,,1.444920897,1.40002,0.0449,3.2072,,,1.444919606,1.40002,0.0449,3.2071,,,,1.444919308,1.40002,4.49E-02,3.21E+00,,
0.8,0.7,,1.549606919,1.50002,0.0496,3.3058,,,1.549604932,1.50002,0.0496,3.3056,,,,1.549604535,1.50002,4.96E-02,3.31E+00,,
0.8,0.8,,1.658342083,1.60002,0.0583,3.6451,,,1.658342083,1.60002,0.0583,3.6451,,,,1.658342083,1.60002,5.83E-02,3.65E+00,,
0.8,0.9,,1.752533714,1.70002,0.0525,3.089,,,1.752533714,1.70002,0.0525,3.089,,,,1.752533714,1.70002,5.25E-02,3.09E+00,,
0.8,1,,1.844524145,1.80002,0.0445,2.4724,,,1.844524145,1.80002,0.0445,2.4724,,,,1.844524145,1.80002,4.45E-02,2.47E+00,,
0.9,0,,1.204376022,0.90002,0.3044,33.8166,,,1.160844465,0.90002,0.2608,28.9799,,,,1.156039437,0.90002,2.56E-01,2.84E+01,,
0.9,0.1,,1.067828337,1.00002,0.0678,6.7807,,,1.068393687,1.00002,0.0684,6.8372,,,,1.068476836,1.00002,6.85E-02,6.85E+00,,
0.9,0.2,,1.198432346,1.10002,0.0984,8.9464,,,1.198203862,1.10002,0.0982,8.9256,,,,1.198168596,1.10002,9.81E-02,8.92E+00,,
0.9,0.3,,1.245263418,1.20002,0.0452,3.7702,,,1.24543796,1.20002,0.0454,3.7848,,,,1.245470146,1.20002,4.55E-02,3.79E+00,,
0.9,0.4,,1.345465084,1.30002,0.0454,3.4957,,,1.345520516,1.30002,0.0455,3.5,,,,1.345528165,1.30002,4.55E-02,3.50E+00,,
0.9,0.5,,1.433729529,1.40002,0.0337,2.4078,,,1.433729231,1.40002,0.0337,2.4078,,,,1.433729331,1.40002,3.37E-02,2.41E+00,,
0.9,0.6,,1.521790425,1.50002,0.0218,1.4513,,,1.521755656,1.50002,0.0217,1.449,,,,1.521749596,1.50002,2.17E-02,1.45E+00,,
0.9,0.7,,1.601200501,1.60002,0.0012,0.0738,,,1.601191163,1.60002,0.0012,0.0732,,,,1.601189574,1.60002,1.17E-03,7.31E-02,,
0.9,0.8,,1.709129016,1.70002,0.0091,0.5358,,,1.709129016,1.70002,0.0091,0.5358,,,,1.709129016,1.70002,9.11E-03,5.36E-01,,
0.9,0.9,,1.950055758,1.80002,0.15,8.3352,,,1.950056354,1.80002,0.15,8.3353,,,,1.950056354,1.80002,1.50E-01,8.34E+00,,
0.9,1,,2.00997293,1.90002,0.11,5.7869,,,2.00997293,1.90002,0.11,5.7869,,,,2.00997293,1.90002,1.10E-01,5.79E+00,,
1,0,,1.310416361,1.00002,0.3104,31.039,,,1.234877209,1.00002,0.2349,23.4853,,,,1.226559679,1.00002,2.27E-01,2.27E+01,,
1,0.1,,1.196957429,1.10002,0.0969,8.8123,,,1.197838982,1.10002,0.0978,8.8925,,,,1.197959681,1.10002,9.79E-02,8.90E+00,,
1,0.2,,1.25393043,1.20002,0.0539,4.4925,,,1.253918608,1.20002,0.0539,4.4915,,,,1.25391523,1.20002,5.39E-02,4.49E+00,,
1,0.3,,1.335850755,1.30002,0.0358,2.7562,,,1.335766713,1.30002,0.0357,2.7497,,,,1.335758169,1.30002,3.57E-02,2.75E+00,,
1,0.4,,1.466472149,1.40002,0.0665,4.7465,,,1.466449102,1.40002,0.0664,4.7449,,,,1.466444135,1.40002,6.64E-02,4.74E+00,,
1,0.5,,1.525408924,1.50002,0.0254,1.6926,,,1.525444587,1.50002,0.0254,1.6949,,,,1.525451541,1.50002,2.54E-02,1.70E+00,,
1,0.6,,1.722515027,1.60002,0.1225,7.6558,,,1.722499132,1.60002,0.1225,7.6549,,,,1.722495953,1.60002,1.22E-01,7.65E+00,,
1,0.7,,1.721896331,1.70002,0.0219,1.2868,,,1.721914013,1.70002,0.0219,1.2879,,,,1.721916596,1.70002,2.19E-02,1.29E+00,,
1,0.8,,1.775120099,1.80002,0.0249,1.3833,,,1.775117318,1.80002,0.0249,1.3835,,,,1.775117318,1.80002,2.49E-02,1.38E+00,,
1,0.9,,2.037333846,1.90002,0.1373,7.227,,,2.037333846,1.90002,0.1373,7.227,,,,2.037333846,1.90002,1.37E-01,7.23E+00,,
1,1,,2.044275999,2.00002,0.0443,2.2128,,,2.044275999,2.00002,0.0443,2.2128,,,,2.044275999,2.00002,4.43E-02,2.21E+00,,
0,0,,0.023810047,2.00E-05,0.0238,118950.2352,,,0.023845302,2.00E-05,0.0238,119126.5113,,,,0.023857642,2.00E-05,2.38E-02,1.19E+05,,
0,0.1,,0.112946269,0.10002,0.0129,12.9237,,,0.112951646,0.10002,0.0129,12.9291,,,,0.112952578,0.10002,1.29E-02,1.29E+01,,
0,0.2,,0.207338855,0.20002,0.0073,3.6591,,,0.207339029,0.20002,0.0073,3.6591,,,,0.207339364,0.20002,7.32E-03,3.66E+00,,
0,0.3,,0.315818687,0.30002,0.0158,5.2659,,,0.31581834,0.30002,0.0158,5.2658,,,,0.31581834,0.30002,1.58E-02,5.27E+00,,
0,0.4,,0.415269931,0.40002,0.0152,3.8123,,,0.41527008,0.40002,0.0153,3.8123,,,,0.415269931,0.40002,1.52E-02,3.81E+00,,
0,0.5,,0.51250125,0.50002,0.0125,2.4962,,,0.51250125,0.50002,0.0125,2.4962,,,,0.51250125,0.50002,1.25E-02,2.50E+00,,
0,0.6,,0.606114417,0.60002,0.0061,1.0157,,,0.606114417,0.60002,0.0061,1.0157,,,,0.606114417,0.60002,6.09E-03,1.02E+00,,
0,0.7,,0.712723384,0.70002,0.0127,1.8147,,,0.712723384,0.70002,0.0127,1.8147,,,,0.712723384,0.70002,1.27E-02,1.81E+00,,
0,0.8,,0.806852778,0.80002,0.0068,0.8541,,,0.806852778,0.80002,0.0068,0.8541,,,,0.806852778,0.80002,6.83E-03,8.54E-01,,
0,0.9,,0.906600555,0.90002,0.0066,0.7312,,,0.906600555,0.90002,0.0066,0.7312,,,,0.906600555,0.90002,6.58E-03,7.31E-01,,
0,1,,1.001909773,1.00002,0.0019,0.189,,,1.001909773,1.00002,0.0019,0.189,,,,1.001909773,1.00002,1.89E-03,1.89E-01,,
0.1,0,,0.16267959,0.10002,0.0627,62.6471,,,0.162006393,0.10002,0.062,61.974,,,,0.161898583,0.10002,6.19E-02,6.19E+01,,
0.1,0.1,,0.223251258,0.20002,0.0232,11.6145,,,0.223253046,0.20002,0.0232,11.6154,,,,0.223253717,0.20002,2.32E-02,1.16E+01,,
0.1,0.2,,0.321436276,0.30002,0.0214,7.1383,,,0.321439058,0.30002,0.0214,7.1392,,,,0.32143938,0.30002,2.14E-02,7.14E+00,,
0.1,0.3,,0.415264815,0.40002,0.0152,3.811,,,0.415270875,0.40002,0.0153,3.8125,,,,0.415272539,0.40002,1.53E-02,3.81E+00,,
0.1,0.4,,0.510002027,0.50002,0.01,1.9963,,,0.509999692,0.50002,0.01,1.9959,,,,0.509998153,0.50002,9.98E-03,2.00E+00,,
0.1,0.5,,0.617765288,0.60002,0.0177,2.9574,,,0.61776499,0.60002,0.0177,2.9574,,,,0.617764493,0.60002,1.77E-02,2.96E+00,,
0.1,0.6,,0.711144358,0.70002,0.0111,1.5891,,,0.711144805,0.70002,0.0111,1.5892,,,,0.711144855,0.70002,1.11E-02,1.59E+00,,
0.1,0.7,,0.809623798,0.80002,0.0096,1.2004,,,0.809623549,0.80002,0.0096,1.2004,,,,0.809623549,0.80002,9.60E-03,1.20E+00,,
0.1,0.8,,0.904805164,0.90002,0.0048,0.5317,,,0.904804965,0.90002,0.0048,0.5317,,,,0.904805164,0.90002,4.79E-03,5.32E-01,,
0.1,0.9,,1.00816081,1.00002,0.0081,0.8141,,,1.00816081,1.00002,0.0081,0.8141,,,,1.00816081,1.00002,8.14E-03,8.14E-01,,
0.1,1,,1.112577617,1.10002,0.0126,1.1416,,,1.112577617,1.10002,0.0126,1.1416,,,,1.112577617,1.10002,1.26E-02,1.14E+00,,
0.2,0,,0.49472332,0.20002,0.2947,147.3369,,,0.514324059,0.20002,0.3143,157.1363,,,,0.517812967,0.20002,3.18E-01,1.59E+02,,
0.2,0.1,,0.338457425,0.30002,0.0384,12.8116,,,0.338361785,0.30002,0.0383,12.7797,,,,0.338346536,0.30002,3.83E-02,1.28E+01,,
0.2,0.2,,0.425102313,0.40002,0.0251,6.2703,,,0.425094416,0.40002,0.0251,6.2683,,,,0.425092578,0.40002,2.51E-02,6.27E+00,,
0.2,0.3,,0.525397261,0.50002,0.0254,5.0752,,,0.525359064,0.50002,0.0253,5.0676,,,,0.525352707,0.50002,2.53E-02,5.07E+00,,
0.2,0.4,,0.61254705,0.60002,0.0125,2.0878,,,0.612549931,0.60002,0.0125,2.0883,,,,0.612550974,0.60002,1.25E-02,2.09E+00,,
0.2,0.5,,0.711419384,0.70002,0.0114,1.6284,,,0.711414317,0.70002,0.0114,1.6277,,,,0.711413523,0.70002,1.14E-02,1.63E+00,,
0.2,0.6,,0.819773078,0.80002,0.0198,2.4691,,,0.819773922,0.80002,0.0198,2.4692,,,,0.819773922,0.80002,1.98E-02,2.47E+00,,
0.2,0.7,,0.917548339,0.90002,0.0175,1.9475,,,0.917547941,0.90002,0.0175,1.9475,,,,0.917547941,0.90002,1.75E-02,1.95E+00,,
0.2,0.8,,1.012881895,1.00002,0.0129,1.2862,,,1.012881895,1.00002,0.0129,1.2862,,,,1.012881895,1.00002,1.29E-02,1.29E+00,,
0.2,0.9,,1.120452384,1.10002,0.0204,1.8575,,,1.120452384,1.10002,0.0204,1.8575,,,,1.120452384,1.10002,2.04E-02,1.86E+00,,
0.2,1,,1.221023997,1.20002,0.021,1.7503,,,1.221023997,1.20002,0.021,1.7503,,,,1.221023997,1.20002,2.10E-02,1.75E+00,,
0.3,0,,0.400862669,0.30002,0.1008,33.612,,,0.411757032,0.30002,0.1117,37.2432,,,,0.413442155,0.30002,1.13E-01,3.78E+01,,
0.3,0.1,,0.434667865,0.40002,0.0346,8.6615,,,0.434502711,0.40002,0.0345,8.6202,,,,0.434476038,0.40002,3.45E-02,8.61E+00,,
0.3,0.2,,0.527246445,0.50002,0.0272,5.4451,,,0.527212769,0.50002,0.0272,5.4383,,,,0.527209987,0.50002,2.72E-02,5.44E+00,,
0.3,0.3,,0.615322938,0.60002,0.0153,2.5504,,,0.61532264,0.60002,0.0153,2.5504,,,,0.615321944,0.60002,1.53E-02,2.55E+00,,
0.3,0.4,,0.715484371,0.70002,0.0155,2.2091,,,0.715483427,0.70002,0.0155,2.209,,,,0.715482881,0.70002,1.55E-02,2.21E+00,,
0.3,0.5,,0.827019314,0.80002,0.027,3.3748,,,0.827022443,0.80002,0.027,3.3752,,,,0.827022443,0.80002,2.70E-02,3.38E+00,,
0.3,0.6,,0.925179919,0.90002,0.0252,2.7955,,,0.925180316,0.90002,0.0252,2.7955,,,,0.925180614,0.90002,2.52E-02,2.80E+00,,
0.3,0.7,,1.018706361,1.00002,0.0187,1.8686,,,1.018706361,1.00002,0.0187,1.8686,,,,1.018706361,1.00002,1.87E-02,1.87E+00,,
0.3,0.8,,1.10460947,1.10002,0.0046,0.4172,,,1.104609271,1.10002,0.0046,0.4172,,,,1.104609271,1.10002,4.59E-03,4.17E-01,,
0.3,0.9,,1.216779053,1.20002,0.0168,1.3966,,,1.216779053,1.20002,0.0168,1.3966,,,,1.216779053,1.20002,1.68E-02,1.40E+00,,
0.3,1,,1.319254637,1.30002,0.0192,1.4796,,,1.319254637,1.30002,0.0192,1.4796,,,,1.319254637,1.30002,1.92E-02,1.48E+00,,
0.4,0,,0.595520884,0.40002,0.1955,48.8728,,,0.590010236,0.40002,0.19,47.4952,,,,0.588911772,0.40002,1.89E-01,4.72E+01,,
0.4,0.1,,0.546559791,0.50002,0.0465,9.3076,,,0.546550304,0.50002,0.0465,9.3057,,,,0.546543896,0.50002,4.65E-02,9.30E+00,,
0.4,0.2,,0.637464076,0.60002,0.0374,6.2405,,,0.637527555,0.60002,0.0375,6.2511,,,,0.637542705,0.60002,3.75E-02,6.25E+00,,
0.4,0.3,,0.726284534,0.70002,0.0263,3.752,,,0.726347218,0.70002,0.0263,3.7609,,,,0.726358394,0.70002,2.63E-02,3.76E+00,,
0.4,0.4,,0.812797546,0.80002,0.0128,1.5972,,,0.812809765,0.80002,0.0128,1.5987,,,,0.812811802,0.80002,1.28E-02,1.60E+00,,
0.4,0.5,,0.936138034,0.90002,0.0361,4.013,,,0.936131676,0.90002,0.0361,4.0123,,,,0.93613108,0.90002,3.61E-02,4.01E+00,,
0.4,0.6,,1.033300757,1.00002,0.0333,3.328,,,1.033300161,1.00002,0.0333,3.3279,,,,1.033299764,1.00002,3.33E-02,3.33E+00,,
0.4,0.7,,1.119946937,1.10002,0.0199,1.8115,,,1.119946937,1.10002,0.0199,1.8115,,,,1.119946937,1.10002,1.99E-02,1.81E+00,,
0.4,0.8,,1.20281289,1.20002,0.0028,0.2327,,,1.20281289,1.20002,0.0028,0.2327,,,,1.20281289,1.20002,2.79E-03,2.33E-01,,
0.4,0.9,,1.32253329,1.30002,0.0225,1.7318,,,1.32253329,1.30002,0.0225,1.7318,,,,1.32253329,1.30002,2.25E-02,1.73E+00,,
0.4,1,,1.416266958,1.40002,0.0162,1.1605,,,1.416266958,1.40002,0.0162,1.1605,,,,1.416266958,1.40002,1.62E-02,1.16E+00,,
0.5,0,,0.922738711,0.50002,0.4227,84.5404,,,0.812960863,0.50002,0.3129,62.5857,,,,0.794280469,0.50002,2.94E-01,5.88E+01,,
0.5,0.1,,0.659335007,0.60002,0.0593,9.8855,,,0.658930292,0.60002,0.0589,9.8181,,,,0.658861647,0.60002,5.88E-02,9.81E+00,,
0.5,0.2,,0.731106102,0.70002,0.0311,4.4407,,,0.731201967,0.70002,0.0312,4.4544,,,,0.731212844,0.70002,3.12E-02,4.46E+00,,
0.5,0.3,,0.835431814,0.80002,0.0354,4.4264,,,0.835439463,0.80002,0.0354,4.4273,,,,0.835440755,0.80002,3.54E-02,4.43E+00,,
0.5,0.4,,0.924938122,0.90002,0.0249,2.7686,,,0.924914678,0.90002,0.0249,2.766,,,,0.924910804,0.90002,2.49E-02,2.77E+00,,
0.5,0.5,,1.023503244,1.00002,0.0235,2.3483,,,1.023509403,1.00002,0.0235,2.3489,,,,1.023510893,1.00002,2.35E-02,2.35E+00,,
0.5,0.6,,1.126166185,1.10002,0.0261,2.3769,,,1.126152178,1.10002,0.0261,2.3756,,,,1.126149992,1.10002,2.61E-02,2.38E+00,,
0.5,0.7,,1.232828498,1.20002,0.0328,2.734,,,1.232836445,1.20002,0.0328,2.7347,,,,1.232837737,1.20002,3.28E-02,2.73E+00,,
0.5,0.8,,1.327021519,1.30002,0.027,2.077,,,1.327021519,1.30002,0.027,2.077,,,,1.327021519,1.30002,2.70E-02,2.08E+00,,
0.5,0.9,,1.429222624,1.40002,0.0292,2.0859,,,1.429222624,1.40002,0.0292,2.0859,,,,1.429222624,1.40002,2.92E-02,2.09E+00,,
0.5,1,,1.529696981,1.50002,0.0297,1.9784,,,1.529696981,1.50002,0.0297,1.9784,,,,1.529696981,1.50002,2.97E-02,1.98E+00,,
0.6,0,,0.247886404,0.60002,0.3521,58.687,,,0.382364591,0.60002,0.2177,36.2747,,,,0.404630701,0.60002,1.95E-01,3.26E+01,,
0.6,0.1,,0.757761002,0.70002,0.0577,8.2485,,,0.757508278,0.70002,0.0575,8.2124,,,,0.75747023,0.70002,5.75E-02,8.21E+00,,
0.6,0.2,,0.839975874,0.80002,0.04,4.9944,,,0.839828352,0.80002,0.0398,4.9759,,,,0.839801729,0.80002,3.98E-02,4.97E+00,,
0.6,0.3,,0.92809538,0.90002,0.0281,3.1194,,,0.928047895,0.90002,0.028,3.1141,,,,0.928039948,0.90002,2.80E-02,3.11E+00,,
0.6,0.4,,1.018258631,1.00002,0.0182,1.8238,,,1.01829648,1.00002,0.0183,1.8276,,,,1.018303136,1.00002,1.83E-02,1.83E+00,,
0.6,0.5,,1.103646358,1.10002,0.0036,0.3297,,,1.103655895,1.10002,0.0036,0.3305,,,,1.103656987,1.10002,3.64E-03,3.31E-01,,
0.6,0.6,,1.194352011,1.20002,0.0057,0.4723,,,1.194350322,1.20002,0.0057,0.4725,,,,1.194350322,1.20002,5.67E-03,4.72E-01,,
0.6,0.7,,1.324232221,1.30002,0.0242,1.8624,,,1.324242055,1.30002,0.0242,1.8632,,,,1.324243744,1.30002,2.42E-02,1.86E+00,,
0.6,0.8,,1.433958213,1.40002,0.0339,2.4241,,,1.433958213,1.40002,0.0339,2.4241,,,,1.433958213,1.40002,3.39E-02,2.42E+00,,
0.6,0.9,,1.513875822,1.50002,0.0139,0.9237,,,1.513875822,1.50002,0.0139,0.9237,,,,1.513875822,1.50002,1.39E-02,9.24E-01,,
0.6,1,,1.600111226,1.60002,0.0001,0.0057,,,1.600111723,1.60002,0.0001,0.0057,,,,1.600111723,1.60002,9.17E-05,5.73E-03,,
0.7,0,,0.894001126,0.70002,0.194,27.7108,,,0.871483684,0.70002,0.1715,24.4941,,,,0.867975255,0.70002,1.68E-01,2.40E+01,,
0.7,0.1,,0.852140288,0.80002,0.0521,6.5149,,,0.85223645,0.80002,0.0522,6.5269,,,,0.852257609,0.80002,5.22E-02,6.53E+00,,
0.7,0.2,,0.924457709,0.90002,0.0244,2.7152,,,0.924415886,0.90002,0.0244,2.7106,,,,0.924412012,0.90002,2.44E-02,2.71E+00,,
0.7,0.3,,1.047960122,1.00002,0.0479,4.7939,,,1.047990719,1.00002,0.048,4.797,,,,1.047998269,1.00002,4.80E-02,4.80E+00,,
0.7,0.4,,1.138965388,1.10002,0.0389,3.5404,,,1.138926844,1.10002,0.0389,3.5369,,,,1.138920883,1.10002,3.89E-02,3.54E+00,,
0.7,0.5,,1.207824846,1.20002,0.0078,0.6504,,,1.207776864,1.20002,0.0078,0.6464,,,,1.207768818,1.20002,7.75E-03,6.46E-01,,
0.7,0.6,,1.283744673,1.30002,0.0163,1.2519,,,1.283748647,1.30002,0.0163,1.2516,,,,1.283749243,1.30002,1.63E-02,1.25E+00,,
0.7,0.7,,1.424614986,1.40002,0.0246,1.7568,,,1.424614986,1.40002,0.0246,1.7568,,,,1.424614986,1.40002,2.46E-02,1.76E+00,,
0.7,0.8,,1.520077586,1.50002,0.0201,1.3372,,,1.520074705,1.50002,0.0201,1.337,,,,1.520073911,1.50002,2.01E-02,1.34E+00,,
0.7,0.9,,1.594865521,1.60002,0.0052,0.3222,,,1.594865521,1.60002,0.0052,0.3222,,,,1.594865521,1.60002,5.15E-03,3.22E-01,,
0.7,1,,1.748824716,1.70002,0.0488,2.8708,,,1.748824716,1.70002,0.0488,2.8708,,,,1.748824716,1.70002,4.88E-02,2.87E+00,,
0.8,0,,1.068252027,0.80002,0.2682,33.5282,,,1.065918108,0.80002,0.2659,33.2364,,,,1.065840324,0.80002,2.66E-01,3.32E+01,,
0.8,0.1,,0.962074697,0.90002,0.0621,6.8948,,,0.961669584,0.90002,0.0616,6.8498,,,,0.961611966,0.90002,6.16E-02,6.84E+00,,
0.8,0.2,,1.048064431,1.00002,0.048,4.8043,,,1.047901114,1.00002,0.0479,4.788,,,,1.047869523,1.00002,4.78E-02,4.78E+00,,
0.8,0.3,,1.142271658,1.10002,0.0423,3.841,,,1.142311792,1.10002,0.0423,3.8446,,,,1.142316461,1.10002,4.23E-02,3.85E+00,,
0.8,0.4,,1.230769753,1.20002,0.0307,2.5624,,,1.230758528,1.20002,0.0307,2.5615,,,,1.230756044,1.20002,3.07E-02,2.56E+00,,
0.8,0.5,,1.305507421,1.30002,0.0055,0.4221,,,1.305505832,1.30002,0.0055,0.422,,,,1.305506229,1.30002,5.49E-03,4.22E-01,,
0.8,0.6,,1.453373134,1.40002,0.0534,3.8109,,,1.453333894,1.40002,0.0533,3.8081,,,,1.453327934,1.40002,5.33E-02,3.81E+00,,
0.8,0.7,,1.483940482,1.50002,0.0161,1.072,,,1.483940482,1.50002,0.0161,1.072,,,,1.483940482,1.50002,1.61E-02,1.07E+00,,
0.8,0.8,,1.632950703,1.60002,0.0329,2.0581,,,1.632950703,1.60002,0.0329,2.0581,,,,1.632950703,1.60002,3.29E-02,2.06E+00,,
0.8,0.9,,1.707274914,1.70002,0.0073,0.4268,,,1.707274914,1.70002,0.0073,0.4268,,,,1.707274914,1.70002,7.25E-03,4.27E-01,,
0.8,1,,1.855901281,1.80002,0.0559,3.1045,,,1.855902473,1.80002,0.0559,3.1045,,,,1.855902473,1.80002,5.59E-02,3.10E+00,,
0.9,0,,-2.562978466,0.90002,3.463,384.7691,,,-3.576886654,0.90002,4.4769,497.423,,,,-3.75494202,0.90002,4.65E+00,5.17E+02,,
0.9,0.1,,1.090889474,1.00002,0.0909,9.0868,,,1.090278725,1.00002,0.0903,9.0257,,,,1.090187927,1.00002,9.02E-02,9.02E+00,,
0.9,0.2,,1.126841108,1.10002,0.0268,2.4382,,,1.126336157,1.10002,0.0263,2.3923,,,,1.126248638,1.10002,2.62E-02,2.38E+00,,
0.9,0.3,,1.249579986,1.20002,0.0496,4.1299,,,1.249439716,1.20002,0.0494,4.1182,,,,1.249415676,1.20002,4.94E-02,4.12E+00,,
0.9,0.4,,1.348139048,1.30002,0.0481,3.7014,,,1.348050038,1.30002,0.048,3.6946,,,,1.348034342,1.30002,4.80E-02,3.69E+00,,
0.9,0.5,,1.420754095,1.40002,0.0207,1.481,,,1.420712272,1.40002,0.0207,1.478,,,,1.42070512,1.40002,2.07E-02,1.48E+00,,
0.9,0.6,,1.516160568,1.50002,0.0161,1.076,,,1.516187886,1.50002,0.0162,1.0778,,,,1.516192754,1.50002,1.62E-02,1.08E+00,,
0.9,0.7,,1.636038919,1.60002,0.036,2.2512,,,1.636124949,1.60002,0.0361,2.2565,,,,1.636137168,1.60002,3.61E-02,2.26E+00,,
0.9,0.8,,1.727054119,1.70002,0.027,1.5902,,,1.727054119,1.70002,0.027,1.5902,,,,1.727054119,1.70002,2.70E-02,1.59E+00,,
